d;h;l;c;o;v
2019-03-19;1622,3333;1604,3182;1615,1378;1605,8041;84398301
2019-03-20;1619,7503;1605,9897;1605,9897;1614,5751;67677162
2019-03-21;1610,0427;1595,4502;1605,0261;1605,3087;65156133
2019-03-22;1610,3675;1576,8696;1576,8696;1606,0018;76858087
2019-03-25;1578,6319;1563,2339;1573,6621;1576,8196;62576364
2019-03-26;1576,0306;1565,5029;1574,1609;1574,5916;80762523
2019-03-27;1579,6511;1560,4894;1565,8494;1574,9958;124872320
2019-03-28;1571,1682;1553,7971;1559,3153;1565,4404;129682911
2019-03-29;1564,3028;1545,1946;1553,4191;1561,3068;154304118
2019-04-01;1580,9848;1554,923;1580,326;1554,923;112795626
2019-04-02;1598,7115;1577,5886;1593,953;1580,6592;105023991
2019-04-03;1622,3786;1596,0432;1622,3786;1596,0432;103401777
2019-04-04;1622,7547;1608,9419;1616,2445;1622,7547;89647906
2019-04-05;1624,2821;1616,2583;1622,2664;1616,3635;66900082
2019-04-08;1624,5242;1615,7564;1624,5175;1621,8949;73318133
2019-04-09;1633,8309;1614,0087;1616,5555;1625,3691;75257829
2019-04-10;1628,7422;1615,3301;1628,546;1616,1508;76767793
2019-04-11;1633,092;1620,9808;1627,0276;1626,7791;74401364
2019-04-12;1642,9567;1625,3598;1641,2093;1627,0195;82803590
2019-04-15;1644,9835;1637,1438;1642,6286;1641,2093;70866097
2019-04-16;1654,0997;1642,1573;1647,5228;1642,1573;76949437
2019-04-17;1660,6173;1645,3519;1660,1408;1647,687;95333639
2019-04-18;1673,0282;1654,5483;1670,7439;1660,97;54004548
2019-04-23;1673,8009;1661,3912;1672,1797;1670,5028;89479067
2019-04-24;1686,4033;1670,4088;1680,7157;1672,0993;98088843
2019-04-25;1700,3497;1668,4313;1689,4165;1678,969;104430336
2019-04-26;1693,0476;1680,9126;1689,0373;1689,8991;87372990
2019-04-29;1694,1903;1684,315;1693,3093;1689,758;79413604
2019-04-30;1691,4316;1675,9732;1676,1419;1691,3347;65706200
2019-05-02;1675,7633;1662,2795;1665,4489;1675,7633;108531220
2019-05-03;1676,8951;1664,0461;1672,3303;1664,9378;79183771
2019-05-06;1665,8882;1627,2006;1649,22;1665,8882;67779183
2019-05-07;1652,9957;1613,3504;1617,8485;1647,8481;92486144
2019-05-08;1624,7661;1611,4985;1623,3726;1617,2543;79379766
2019-05-09;1622,4489;1593,8389;1596,6942;1622,4489;71932447
2019-05-10;1615,607;1593,4673;1603,3657;1597,1306;65093185
2019-05-13;1603,2392;1572,8516;1573,8428;1603,1829;72128771
2019-05-14;1591,1223;1574,399;1590,8219;1574,399;61838644
2019-05-15;1597,9561;1574,7659;1593,3203;1591,1355;60189720
2019-05-16;1615,3768;1586,2547;1615,3768;1593,2827;70025820
2019-05-17;1614,4408;1591,0617;1606,8569;1614,4408;71685605
2019-05-20;1607,1281;1582,5766;1588,8987;1606,9095;70091626
2019-05-21;1605,6862;1590,8878;1602,91;1590,8878;65770407
2019-05-22;1605,7507;1587,7828;1595,6408;1603,1492;76465284
2019-05-23;1593,5352;1558,8814;1561,1665;1593,5352;81919916
2019-05-24;1579,1179;1563,1794;1571,5155;1563,1794;65407224
2019-05-27;1582,4614;1565,7802;1568,2324;1573,8897;35959119
2019-05-28;1572,6329;1555,2327;1565,1151;1569,2532;118061497
2019-05-29;1562,3678;1538,1055;1538,7491;1562,3678;45633648
2019-05-31;1536,6311;1505,1298;1510,4616;1536,6311;131715651
2019-06-03;1518,2327;1494,1899;1518,2327;1509,7667;87288969
2019-06-04;1537,3067;1506,3857;1537,3067;1518,2275;93185212
2019-06-05;1546,7463;1531,0107;1542,0032;1537,5287;74107237
2019-06-07;1570,7765;1543,3739;1566,1358;1543,3739;90371282
2019-06-10;1584,1958;1569,3236;1574,4838;1569,3236;57530110
2019-06-11;1597,4289;1575,5556;1593,3628;1575,6066;71641917
2019-06-12;1596,3185;1580,4494;1593,5984;1593,3628;67924890
2019-06-13;1604,7285;1587,0607;1598,1172;1593,1172;75202405
2019-06-14;1597,38;1579,3932;1589,6021;1597,38;63354769
2019-06-17;1593,6499;1582,2822;1586,526;1590,2473;64046075
2019-06-18;1612,0496;1573,1391;1609,4322;1586,526;95668926
2019-06-19;1615,8066;1607,1117;1612,3992;1609,7179;76109173
2019-06-20;1632,8296;1617,4514;1628,293;1617,4514;125568742
2019-06-24;1635,5856;1609,3179;1610,9412;1627,4765;77744644
2019-06-25;1612,9404;1605,1161;1607,2938;1610,2368;70236610
2019-06-26;1611,1883;1596,0138;1604,2274;1605,9386;66459588
2019-06-27;1621,7256;1605,0844;1616,9359;1605,0844;75664987
2019-06-28;1627,0149;1615,3163;1622,4304;1616,88;95462571
2019-07-01;1645,7795;1622,8312;1641,9971;1622,8312;82796412
2019-07-02;1648,2613;1637,9827;1647,0186;1641,7491;70105398
2019-07-03;1657,0941;1641,7837;1648,8405;1647,1278;65722333
2019-07-04;1654,9011;1648,2526;1652,2497;1648,8316;45599365
2019-07-05;1652,8809;1620,1752;1634,9427;1651,9171;83349448
2019-07-08;1646,3751;1629,9623;1642,0682;1634,7095;66156112
2019-07-09;1640,176;1625,2396;1630,8798;1640,176;64902956
2019-07-10;1636,6509;1621,5515;1622,4474;1630,399;61215962
2019-07-11;1631,351;1609,4373;1613,2053;1625,0962;55528464
2019-07-12;1629,2006;1613,309;1625,6156;1613,309;67014165
2019-07-15;1639,0031;1615,5855;1632,9057;1626,4706;62616173
2019-07-16;1633,7233;1620,4395;1630,5674;1629,4163;65493575
2019-07-17;1630,9068;1598,0607;1598,0607;1629,7317;130469868
2019-07-18;1600,2198;1573,55;1577,4074;1600,2198;114444677
2019-07-19;1605,4192;1578,6172;1605,4192;1578,6172;97068376
2019-07-22;1607,4483;1598,1063;1600,876;1605,2508;76964813
2019-07-23;1627,8734;1602,2175;1624,7666;1602,2175;76963854
2019-07-24;1625,5352;1608,2933;1613,0594;1625,3136;69237420
2019-07-25;1625,8253;1596,8952;1607,2014;1613,6296;73420897
2019-07-26;1614,728;1605,8951;1610,6393;1606,8761;60206426
2019-07-29;1617,2241;1603,1861;1614,3002;1610,2888;52538567
2019-07-30;1616,2266;1592,6011;1600,259;1613,9019;56519813
2019-07-31;1604,4121;1595,1226;1599,7752;1599,06;61492946
2019-08-01;1617,9892;1588,9497;1612,9075;1598,6737;58944304
2019-08-02;1608,5256;1565,7696;1568,7025;1608,5256;79045801
2019-08-05;1566,6108;1527,7494;1535,0966;1566,6108;76960327
2019-08-06;1543,9308;1520,271;1523,0316;1534,5441;72330688
2019-08-07;1540,3768;1516,5635;1528,1889;1523,4408;71638156
2019-08-08;1550,6178;1531,9178;1550,6178;1531,9178;62145353
2019-08-09;1550,3545;1529,1263;1531,5163;1550,3545;58007862
2019-08-12;1550,9636;1528,1125;1533,0622;1532,4482;54551157
2019-08-13;1548,3969;1509,6078;1543,362;1531,8831;81655555
2019-08-14;1539,3503;1498,4056;1500,0601;1538,217;80326765
2019-08-15;1509,5797;1476,8309;1495,7142;1500,427;79107460
2019-08-16;1519,5551;1496,9422;1519,4133;1496,9422;73032202
2019-08-19;1539,6639;1522,4792;1538,972;1522,4792;62129772
2019-08-20;1546,1942;1533,056;1534,3411;1538,7804;62517038
2019-08-21;1550,1377;1534,9427;1543,4743;1534,9427;49679475
2019-08-22;1546,8434;1533,4537;1535,5136;1543,263;73187726
2019-08-23;1549,8683;1522,8491;1522,8491;1539,5009;65602191
2019-08-26;1525,6755;1503,5844;1520,8495;1520,3483;51245964
2019-08-27;1532,4712;1516,9234;1530,8144;1521,045;74183437
2019-08-28;1534,8538;1515,4996;1529,132;1534,4655;82109412
2019-08-29;1558,7367;1530,0453;1558,7367;1530,0453;84490337
2019-08-30;1583,159;1559,6815;1576,9805;1559,6815;87199736
2019-09-02;1582,9142;1568,696;1570,1853;1576,7301;58879771
2019-09-03;1575,9839;1563,0675;1568,658;1569,3105;62521063
2019-09-04;1586,2319;1569,3051;1581,275;1569,3051;76327458
2019-09-05;1598,0416;1581,9169;1597,3413;1581,9169;95015098
2019-09-06;1602,3561;1593,872;1601,9527;1597,638;73052588
2019-09-09;1610,7763;1600,5315;1610,6957;1602,3427;72270292
2019-09-10;1625,0047;1606,7148;1624,9803;1610,996;107717344
2019-09-11;1639,183;1625,8269;1637,617;1625,8269;86964634
2019-09-12;1655,6907;1638,4816;1651,4497;1638,4816;99536428
2019-09-13;1665,3454;1651,7459;1665,3454;1651,7459;73666852
2019-09-16;1661,1597;1650,4989;1655,0136;1661,1597;79492067
2019-09-17;1654,7988;1638,3137;1649,3252;1654,7988;79885555
2019-09-18;1661,167;1646,6775;1655,1091;1649,628;72394927
2019-09-19;1666,7151;1650,6798;1664,6389;1655,0867;80011666
2019-09-20;1670,2353;1661,4354;1666,8899;1664,8835;105514112
2019-09-23;1666,7798;1629,2953;1637,6578;1666,6716;79181599
2019-09-24;1643,8803;1633,0896;1633,0896;1638,3542;69009506
2019-09-25;1632,187;1604,1222;1620,6729;1632,187;75902820
2019-09-26;1635,6921;1614,8544;1631,6137;1620,9093;61364163
2019-09-27;1646,7036;1632,318;1646,5954;1632,318;60835175
2019-09-30;1652,0903;1642,67;1647,6709;1646,3069;85311346
2019-10-01;1658,9856;1631,6164;1635,6416;1647,9341;83682924
2019-10-02;1634,5319;1590,6518;1593,3153;1634,5319;81319995
2019-10-03;1605,5402;1574,0211;1588,4068;1593,4611;96202121
2019-10-04;1595,6487;1581,3858;1593,9771;1589,7392;75602436
2019-10-07;1619,8479;1591,2235;1617,9947;1595,2356;74564962
2019-10-08;1623,3782;1596,751;1605,6887;1618,9688;68253103
2019-10-09;1625,4691;1599,4745;1619,9989;1604,6876;70063631
2019-10-10;1630,5539;1607,0659;1630,033;1620,6166;74430694
2019-10-11;1654,5134;1628,7682;1653,2806;1631,9045;85304239
2019-10-14;1653,3827;1639,9761;1652,577;1652,9666;65612015
2019-10-15;1675,0885;1653,223;1670,2111;1653,223;86353995
2019-10-16;1680,9903;1667,206;1677,1919;1670,2111;76222436
2019-10-17;1693,1519;1677,2317;1682,8731;1683,8912;138319711
2019-10-18;1699,3227;1673,509;1697,9113;1678,8927;121345897
2019-10-21;1725,3066;1696,3529;1724,3567;1697,4506;114520087
2019-10-22;1734,7147;1724,3758;1728,216;1724,5477;101321874
2019-10-23;1726,519;1712,7701;1725,8736;1726,519;110942795
2019-10-24;1737,4616;1720,3661;1736,9836;1726,0994;112751198
2019-10-25;1747,3048;1732,2572;1747,3048;1736,5542;105675229
2019-10-28;1761,8319;1746,32;1760,3106;1748,5539;82488814
2019-10-29;1760,2618;1738,143;1742,3208;1760,2618;99425788
2019-10-30;1750,0386;1736,893;1746,8097;1742,234;87457411
2019-10-31;1750,7267;1727,8926;1733,6804;1747,596;83484683
2019-11-01;1739,7988;1733,7618;1737,5128;1734,1385;12133607
2019-11-04;1771,3668;1740,0831;1771,0332;1740,0831;93561410
2019-11-05;1773,709;1759,6409;1769,5275;1771,1409;67745434
2019-11-06;1777,8234;1760,5945;1762,7933;1768,6189;71086985
2019-11-07;1779,8332;1763,812;1763,812;1764,074;72408040
2019-11-08;1773,6085;1757,2836;1772,5553;1763,8335;64645050
2019-11-11;1770,9578;1757,1134;1763,5042;1769,6765;64709773
2019-11-12;1776,8408;1758,6216;1774,7178;1763,6652;69501664
2019-11-13;1773,7835;1753,0837;1766,5987;1773,7835;78210214
2019-11-14;1767,8489;1755,3899;1757,4186;1766,3825;64890233
2019-11-15;1773,5086;1742,5368;1756,8647;1759,3305;109142444
2019-11-18;1763,1543;1741,3997;1745,1689;1757,5363;73958641
2019-11-19;1758,3029;1739,4255;1743,2496;1745,3735;70151650
2019-11-20;1741,9089;1727,7707;1729,0584;1741,9089;79890408
2019-11-21;1726,4278;1711,2731;1720,108;1726,4278;74082481
2019-11-22;1731,9841;1717,984;1724,1868;1720,3485;61885915
2019-11-25;1742,0613;1726,0748;1742,0373;1726,0748;56859108
2019-11-26;1744,8151;1730,8906;1740,9913;1742,5146;89612031
2019-11-27;1748,9364;1734,9777;1737,8036;1742,7524;79209773
2019-11-28;1737,603;1729,3753;1735,3027;1737,0137;41320120
2019-11-29;1737,0894;1720,8498;1730,2535;1733,2469;69602301
2019-12-02;1744,7373;1704,3722;1706,8173;1730,9451;79639407
2019-12-03;1721,4374;1692,8652;1697,6842;1707,1317;84024458
2019-12-04;1726,8566;1697,7271;1725,5986;1697,9035;72806881
2019-12-05;1735,856;1720,1448;1723,6327;1726,3108;65503996
2019-12-06;1743,0285;1723,7001;1742,6099;1723,7001;68061760
2019-12-09;1750,5756;1738,8293;1743,3115;1742,1689;76400145
2019-12-10;1742,7693;1714,4814;1735,5112;1742,7693;79494301
2019-12-11;1744,246;1723,7472;1741,6207;1735,0949;79400514
2019-12-12;1760,8701;1732,2252;1758,2424;1741,7057;91345039
2019-12-13;1780,6905;1761,6613;1770,1194;1761,6613;102249654
2019-12-16;1787,8857;1767,9325;1787,6565;1770,891;80116216
2019-12-17;1791,9343;1781,8417;1791,9343;1787,3674;123423833
2019-12-18;1796,0778;1782,8176;1787,9609;1790,125;95772974
2019-12-19;1793,1884;1779,6941;1783,2857;1787,8621;93182475
2019-12-20;1795,4258;1783,0806;1794,7984;1783,2031;107901477
2019-12-23;1800,6879;1791,0892;1795,6575;1794,9325;46172608
2019-12-27;1802,2257;1792,174;1798,0386;1796,1975;44420135
2019-12-30;1798,2892;1769,1861;1771,8505;1797,6621;59364013
2020-01-02;1810,2022;1771,8505;1808,6265;1771,8505;66568661
2020-01-03;1806,4124;1778,5339;1785,2336;1806,4124;60176826
2020-01-07;1805,6469;1784,8635;1796,8497;1784,9352;71140994
2020-01-08;1796,7907;1774,3643;1795,4075;1795,1493;61540320
2020-01-09;1811,2211;1793,7359;1796,7348;1797,6754;81381844
2020-01-10;1800,1572;1784,2761;1784,9717;1797,5165;68331352
2020-01-13;1798,065;1781,3178;1790,5105;1786,4141;65913527
2020-01-14;1794,0185;1772,6863;1792,9031;1790,5789;68698403
2020-01-15;1794,079;1780,8846;1787,2906;1792,626;87793282
2020-01-16;1812,2972;1787,2995;1812,2972;1787,2995;83445792
2020-01-17;1831,52;1813,2405;1825,942;1813,2405;85989214
2020-01-20;1829,679;1819,8024;1821,2898;1824,9721;55952277
2020-01-21;1826,6155;1800,5979;1825,6183;1819,7732;65265808
2020-01-22;1834,0952;1810,7206;1811,7604;1823,8413;75215050
2020-01-23;1809,7195;1790,9716;1795,4278;1809,4273;71663006
2020-01-24;1820,7455;1798,2888;1812,8461;1798,2888;107751393
2020-01-27;1808,0246;1766,7077;1771,4751;1808,0246;99970606
2020-01-28;1791,4976;1763,4527;1786,3504;1773,0379;116898619
2020-01-29;1798,5153;1784,1517;1791,672;1790,2462;104412280
2020-01-30;1805,618;1771,1455;1787,9559;1788,8716;134038928
2020-01-31;1806,5462;1778,0776;1783,2632;1788,6593;111161283
2020-02-03;1791,5883;1774,1842;1782,9088;1784,0672;79739035
2020-02-04;1821,0401;1785,4069;1821,039;1785,4069;94517689
2020-02-05;1854,0954;1815,3178;1847,3501;1820,5984;119999765
2020-02-06;1864,3162;1843,8603;1851,9452;1847,6449;120201864
2020-02-07;1856,3364;1841,5923;1849,8591;1851,0624;111075217
2020-02-10;1860,703;1843,4724;1857,996;1848,9594;80178590
2020-02-11;1885,5042;1859,2376;1884,1261;1859,2376;93010403
2020-02-12;1893,2674;1879,1284;1889,7533;1884,7453;84555047
2020-02-13;1887,2502;1864,0539;1883,0205;1887,2502;84793265
2020-02-14;1892,1488;1881,3473;1885,6227;1882,2182;61757577
2020-02-17;1897,9313;1885,4195;1888,3494;1885,4195;50087184
2020-02-18;1888,9766;1869,2723;1878,7932;1887,1884;65472310
2020-02-19;1901,1325;1880,6883;1900,2816;1880,6883;66285901
2020-02-20;1905,6148;1896,7798;1898,9252;1900,6931;72830940
2020-02-21;1896,7555;1871,2166;1879,0957;1896,7555;76566734
2020-02-24;1872,0026;1791,9591;1798,2046;1872,0026;125975609
2020-02-25;1812,8958;1766,3273;1769,1407;1799,5048;107411728
2020-02-26;1787,0715;1709,3174;1782,0955;1765,896;126482487
2020-02-27;1779,7214;1691,1301;1721,5887;1779,7214;137092767
2020-02-28;1689,6705;1646,1131;1668,8368;1666,9283;190623450
2020-03-02;1711,537;1644,3315;1679,1338;1702,8795;142239160
2020-03-03;1732,027;1693,2083;1694,5582;1704,7377;130376536
2020-03-04;1724,2583;1687,332;1704,2019;1702,1325;109488026
2020-03-05;1723,5077;1666,7709;1683,1862;1723,2208;118620897
2020-03-06;1657,1314;1616,0638;1628,9974;1648,3534;138081100
2020-03-09;1568,6732;1511,1797;1542,441;1523,2379;235466121
2020-03-10;1604,7286;1521,8431;1533,7856;1557,0141;174089604
2020-03-11;1561,439;1506,8445;1511,961;1548,3163;154954476
2020-03-12;1447,6915;1344,0828;1352,1293;1433,4877;305008568
2020-03-13;1469,7065;1343,8823;1376,4552;1379,5708;259539062
2020-03-16;1355,8774;1261,1733;1329,1579;1305,9036;253572321
2020-03-17;1384,7535;1295,4015;1372,7879;1366,7948;215403543
2020-03-18;1364,5635;1310,9589;1337,2378;1331,4904;223480642
2020-03-19;1380,5835;1328,5225;1380,5835;1345,681;211529764
2020-03-20;1431,5575;1355,5421;1355,5421;1422,8626;200718756
2020-03-23;1351,7397;1284,4807;1292,2741;1290,4456;179628250
2020-03-24;1383,8783;1332,4139;1383,8783;1351,473;180632006
2020-03-25;1446,5644;1362,7575;1446,5644;1426,7765;172191014
2020-03-26;1470,8926;1402,8611;1470,8926;1411,5333;155494570
2020-03-27;1454,45;1405,9516;1419,2881;1454,1018;135992914
2020-03-30;1449,2017;1394,9621;1449,2017;1428,9622;128362533
2020-03-31;1487,0593;1445,3475;1482,4296;1472,2637;173596055
2020-04-01;1447,9652;1425,7188;1425,9947;1439,2386;117369222
2020-04-02;1439,3962;1400,2674;1427,1873;1436,8513;135758478
2020-04-03;1430,1946;1401,1176;1404,5892;1425,9222;97561329
2020-04-06;1463,0598;1438,881;1461,2328;1443,3641;115900293
2020-04-07;1514,1699;1483,1923;1510,8458;1493,775;160205806
2020-04-08;1502,8812;1485,0182;1499,5118;1494,3877;112388487
2020-04-09;1526,9506;1495,7941;1498,7639;1518,8149;63370364
2020-04-14;1538,9084;1516,5049;1535,8415;1529,8493;135625441
2020-04-15;1534,4065;1478,8202;1480,5989;1531,472;121295382
2020-04-16;1499,908;1469,1407;1483,7924;1496,4656;107740761
2020-04-17;1536,8443;1520,7191;1534,5512;1525,2648;139565338
2020-04-20;1548,6763;1518,1211;1541,1655;1548,6763;83310856
2020-04-21;1525,5996;1493,4539;1493,4539;1525,4535;108467693
2020-04-22;1527,6869;1503,2976;1527,6333;1508,5714;110609470
2020-04-23;1547,4812;1512,6787;1541,8891;1535,938;111840773
2020-04-24;1529,1941;1511,2796;1514,1297;1515,6431;103030794
2020-04-27;1543,4187;1528,1371;1539,514;1536,83;93322392
2020-04-28;1571,3128;1538,2577;1568,5022;1542,6009;119075332
2020-04-29;1602,3402;1559,6302;1600,8553;1566,4137;132448632
2020-04-30;1606,8048;1577,9003;1577,9169;1602,6807;83946190
2020-05-04;1531,9896;1505,211;1505,211;1531,9896;137043251
2020-05-05;1539,4035;1515,4131;1538,1781;1525,4327;92875486
2020-05-06;1537,5474;1520,712;1521,3998;1535,6688;87488092
2020-05-07;1540,5486;1524,2429;1537,735;1529,3827;83170657
2020-05-08;1564,6509;1546,9999;1563,1878;1549,0106;74090662
2020-05-11;1572,23;1542,1403;1556,4877;1568,423;80079772
2020-05-12;1572,514;1543,7745;1570,0296;1547,4473;86736587
2020-05-13;1551,5319;1522,1081;1522,6353;1550,5737;102793836
2020-05-14;1513,1067;1461,2646;1476,5175;1507,3554;116605418
2020-05-15;1508,441;1481,8917;1493,6155;1490,991;106796581
2020-05-18;1566,207;1519,6832;1566,1564;1520,7379;105598154
2020-05-19;1576,9198;1545,7588;1560,2769;1576,8798;109511686
2020-05-20;1565,2775;1539,8443;1556,4427;1546,7084;54394345
2020-05-22;1560,0749;1533,4944;1555,4932;1539,7747;86900971
2020-05-25;1592,1583;1564,7517;1588,6011;1570,2749;65330749
2020-05-26;1609,729;1594,3335;1606,6484;1604,9917;98478154
2020-05-27;1633,789;1606,556;1623,394;1607,068;117193738
2020-05-28;1659,07;1630,845;1657,582;1637,0346;111319425
2020-05-29;1645,8519;1625,7015;1629,7639;1642,132;210944398
2020-06-01;1651,2787;1633,0609;1649,3829;1650,9901;78357195
2020-06-02;1678,7262;1654,2144;1666,976;1657,6898;112254918
2020-06-03;1709,9596;1682,5235;1709,9596;1684,2792;122858440
2020-06-04;1708,6264;1690,0657;1700,4831;1702,9956;105834371
2020-06-05;1730,6823;1706,1318;1730,512;1709,9493;121308491
2020-06-08;1729,1113;1710,331;1717,6637;1723,1281;106348758
2020-06-09;1721,6742;1682,5523;1696,7019;1719,7187;118819390
2020-06-10;1715,921;1687,2986;1692,3216;1700,8012;106344193
2020-06-11;1658,0717;1609,0577;1609,0577;1655,1287;144473451
2020-06-12;1634,2308;1590,2285;1609,0724;1590,2285;106811625
2020-06-15;1620,3374;1571,4903;1616,1375;1577,917;113301986
2020-06-16;1676,9972;1643,5428;1671,8383;1650,8233;137698996
2020-06-17;1688,871;1672,2563;1677,5335;1674,7619;115666296
2020-06-18;1677,5218;1659,0449;1667,9256;1667,0288;159459525
2020-06-22;1668,7327;1647,258;1657,7089;1655,9673;88938769
2020-06-23;1694,2708;1667,7586;1683,3635;1669,3292;97150132
2020-06-24;1681,6161;1641,8375;1642,909;1676,5112;87008705
2020-06-25;1662,2767;1625,8766;1660,9575;1634,6589;89204970
2020-06-26;1689,7097;1657,602;1657,6635;1677,3946;103013305
2020-06-29;1674,5666;1650,916;1671,5282;1655,808;82716190
2020-06-30;1679,2468;1653,2259;1664,3803;1674,611;124730585
2020-07-01;1687,9283;1657,7754;1675,0372;1665,2606;88432741
2020-07-02;1704,5327;1682,7771;1703,8235;1691,5275;84529529
2020-07-03;1710,6483;1691,5129;1695,2559;1704,9064;53988091
2020-07-06;1732,2451;1714,1939;1730,8833;1722,1289;77615904
2020-07-07;1724,5298;1711,4813;1720,4544;1722,3779;75783340
2020-07-08;1725,3653;1705,7326;1712,5314;1705,7326;71591834
2020-07-09;1723,7043;1696,8358;1697,8419;1722,1329;64870737
2020-07-10;1713,1053;1690,9997;1711,6218;1691,0837;64384189
2020-07-13;1745,178;1722,941;1742,7302;1727,7975;77412488
2020-07-14;1742,0024;1723,4748;1738,5974;1730,5973;88922324
2020-07-15;1772,0589;1742,6827;1767,846;1755,0312;103803691
2020-07-16;1761,9342;1748,2764;1754,5454;1761,7455;90960256
2020-07-17;1781,104;1759,5578;1770,1504;1780,5379;125544625
2020-07-20;1787,227;1766,3177;1784,5358;1775,3596;93704420
2020-07-21;1797,6378;1773,2103;1775,3873;1796,0076;104094953
2020-07-22;1782,1349;1765,1693;1779,8451;1776,7405;77703851
2020-07-23;1792,9999;1776,0213;1781,0988;1790,143;61322740
2020-07-24;1761,8874;1740,0326;1750,2418;1755,7631;61280648
2020-07-27;1763,079;1745,5945;1760,3112;1747,8566;53413367
2020-07-28;1763,7083;1744,484;1754,2504;1763,1295;58236539
2020-07-29;1762,0777;1750,4175;1760,5849;1752,0225;57062177
2020-07-30;1758,4037;1711,6729;1720,2809;1758,2869;73271920
2020-07-31;1738,6478;1706,3865;1707,3514;1726,2875;76017299
2020-08-03;1751,2644;1702,3293;1746,321;1708,7385;59192570
2020-08-04;1756,6567;1726,5686;1734,2467;1754,7491;59034713
2020-08-05;1751,3663;1736,128;1745,4897;1746,0412;56505929
2020-08-06;1750,6655;1730,497;1739,1429;1745,6674;58298917
2020-08-07;1746,0489;1730,1392;1740,458;1733,3797;47938904
2020-08-10;1754,9889;1740,2039;1748,9136;1750,0078;52768019
2020-08-11;1792,831;1760,6366;1786,2841;1760,6366;81965279
2020-08-12;1790,9172;1773,1486;1788,9943;1782,5121;65694603
2020-08-13;1795,7971;1779,788;1786,7984;1780,1974;50591467
2020-08-14;1781,8464;1746,8792;1754,2033;1781,7047;65744357
2020-08-17;1773,5993;1755,2802;1773,5304;1755,2802;54082704
2020-08-18;1780,395;1755,4536;1760,0895;1764,4769;64997833
2020-08-19;1775,9011;1757,939;1775,2362;1760,9607;48791608
2020-08-20;1761,5138;1743,3005;1751,9312;1756,6359;61914378
2020-08-21;1765,8528;1738,9687;1753,1344;1757,7045;56546024
2020-08-24;1792,1026;1765,9479;1788,3974;1765,9479;65904891
2020-08-25;1807,1976;1786,142;1786,2651;1794,2884;64892275
2020-08-26;1798,3098;1776,3298;1798,3098;1781,3001;49508550
2020-08-27;1805,041;1791,9132;1793,9694;1803,0797;59582051
2020-08-28;1797,5194;1770,501;1776,5685;1796,6825;73411219
2020-08-31;1793,291;1766,3305;1766,3305;1784,2452;74853214
2020-09-01;1786,5267;1756,5071;1769,4438;1778,7473;71718075
2020-09-02;1804,4983;1777,5938;1782,8612;1779,4463;76823571
2020-09-03;1815,2418;1755,3208;1760,6127;1800,8319;91288467
2020-09-04;1792,1043;1748,5726;1761,9947;1759,6958;94826315
2020-09-07;1800,9123;1773,9438;1799,2594;1776,1582;60034155
2020-09-08;1801,2543;1768,4255;1782,5952;1800,3911;79159264
2020-09-09;1812,8195;1779,38;1812,5818;1780,4827;78288262
2020-09-10;1813,7604;1792,4346;1802,8516;1811,4928;71474996
2020-09-11;1812,0041;1792,2079;1801,4583;1800,8968;62045735
2020-09-14;1816,9531;1795,5387;1802,6925;1810,2026;63092765
2020-09-15;1829,3692;1801,0644;1818,8029;1801,5107;103586880
2020-09-16;1839,4449;1821,0937;1838,2624;1822,093;90530805
2020-09-17;1836,5987;1815,4034;1833,7452;1820,6584;86026187
2020-09-18;1847,3587;1830,9851;1835,3632;1834,0019;145595289
2020-09-21;1822,3171;1769,7156;1770,6093;1822,3171;111881843
2020-09-22;1793,3575;1776,8489;1781,9179;1780,0754;80940951
2020-09-23;1814,5294;1789,7009;1795,6396;1791,6656;68007356
2020-09-24;1789,0546;1767,4704;1777,5143;1773,1236;74044393
2020-09-25;1789,1478;1762,4288;1783,8677;1782,1795;72332368
2020-09-28;1836,9528;1806,7654;1834,6394;1810,8447;83978044
2020-09-29;1842,2987;1827,7868;1836,5979;1833,2131;70854161
2020-09-30;1841,2941;1820,8024;1829,4049;1827,9291;92136517
2020-10-01;1842,0026;1825,7878;1830,0416;1836,6549;80590832
2020-10-02;1816,3192;1790,6782;1813,6857;1816,3192;74735430
2020-10-05;1842,2171;1828,2669;1839,6769;1828,2669;71092356
2020-10-06;1855,5679;1833,8014;1839,1483;1847,8822;90200224
2020-10-07;1851,1368;1836,4059;1839,2207;1836,6165;68953234
2020-10-08;1850,8242;1833,7762;1841,3953;1849,3718;61614214
2020-10-09;1848,5573;1836,3004;1840,0676;1843,9293;52119299
2020-10-12;1857,7293;1841,2563;1855,3884;1844,8259;63422054
2020-10-13;1856,1772;1832,1586;1833,4556;1854,9206;74673317
2020-10-14;1848,9965;1833,4912;1840,8537;1838,3826;73520511
2020-10-15;1825,0897;1802,5221;1812,9545;1824,2723;84093830
2020-10-16;1841,7004;1811,8226;1835,3045;1829,3319;110118519
2020-10-19;1851,4308;1833,6953;1841,5872;1841,774;79515549
2020-10-20;1854,3546;1836,7472;1841,5858;1841,4012;92542169
2020-10-21;1849,6062;1815,5902;1820,717;1848,6509;129576959
2020-10-22;1818,303;1791,8114;1816,2932;1807,0765;109748002
2020-10-23;1830,0859;1814,4312;1819,9393;1816,9866;90716492
2020-10-26;1808,9252;1774,936;1775,0119;1797,6974;80484009
2020-10-27;1785,3153;1757,3028;1764,0085;1784,6511;85619837
